age,income,rent,food,transport,entertainment,shopping,education,misc,financial_literacy_score,saving_habit_score,total_expense,savings
24,53135,19119,2436,5133,1939,3545,1900,1920,10,5,35992,21190
23,50658,2339,3423,2907,4777,6242,385,757,7,9,20830,33053
25,44696,13779,11328,3067,3468,2147,6011,863,3,7,40663,7507
22,18773,19760,5721,1596,5387,3281,7085,4925,2,8,47755,-25437
18,39956,19088,7674,2485,5262,8556,3493,844,2,9,47402,-6101
18,30819,5724,10249,3649,6433,501,4133,1175,3,1,31864,-484
26,16528,10189,3136,1857,5321,8514,7700,3962,7,7,40679,-21376
27,59588,12334,10891,578,4948,5659,2966,3336,8,10,40712,21550
23,85585,2552,3145,2074,4664,8350,6304,4681,4,8,31770,55657
27,35511,5491,7579,2105,976,2604,7385,3525,3,8,29665,8312
22,25119,2789,11300,4751,4920,6655,3315,2892,7,9,36622,-7262
18,31167,3173,6495,5475,4065,7991,3114,4843,3,6,35156,-1370
23,71503,2552,8499,3486,1818,5286,2165,1489,8,7,25295,49581
23,49889,6211,8242,527,5828,2320,2653,1939,4,8,27720,25028
20,60678,10823,10299,2410,5776,2886,1347,3542,8,9,37083,27005
25,75262,18653,11097,5205,5694,3942,197,4834,2,2,49622,27483
18,19681,2860,6945,5569,6473,8620,1505,513,8,4,32485,-9467
18,81008,2290,3992,1852,6930,7765,6394,4378,8,4,33601,50095
23,28690,11649,6122,4234,5850,875,1016,4209,10,4,33955,-2253
27,40912,16344,2805,918,6196,5655,3775,1821,3,1,37514,3781
18,21473,7870,3992,4617,4678,7501,2515,3340,2,2,34513,-12179
23,56298,2629,9496,760,4157,682,831,2523,7,9,21078,39005
18,33669,9007,5600,2607,1788,8261,7292,510,9,8,35065,3877
23,35943,18186,6010,3484,768,3799,1572,4751,10,10,38570,515
20,53785,7943,10275,4791,3435,3376,7758,2291,1,1,39869,13448
25,78427,18858,6358,5664,4896,7716,7670,1238,5,8,52400,29094
23,77001,6080,7315,1404,1521,3359,103,4647,3,10,24429,54626
28,76724,14972,5320,2726,589,5543,2032,2170,9,3,33352,45233
18,25832,3760,9549,4353,2425,2322,7830,1486,8,4,31725,-2140
22,20385,13274,4505,4920,4955,3492,1257,3423,9,8,35826,-11882
25,29708,6708,9828,1067,5919,4897,6216,3532,9,8,38167,-3424
20,73600,14166,9885,1278,3573,7259,2081,510,10,3,38752,37606
29,38438,5398,4456,1425,6032,1588,7530,2577,3,4,29006,11905
23,75062,16930,9248,3738,3747,1992,5281,1999,7,3,42935,33315
22,80428,12515,9868,3979,1648,6096,5018,3366,5,8,42490,39743
23,26002,16705,8349,2115,5322,1853,4815,2888,6,8,42047,-11361
27,51153,5561,8963,2349,2102,2556,5379,755,8,8,27665,27549
18,37440,12607,5062,2443,5797,1927,6619,3743,10,1,38198,1595
24,82501,15018,5852,2870,2302,1142,336,1026,8,5,28546,56024
26,47556,11816,6990,541,504,5423,5608,4265,7,1,35147,14301
19,82963,19892,2387,3690,6432,5460,5835,2759,1,9,46455,40454
27,21563,8831,9037,5169,6333,7973,4292,4977,1,7,46612,-22015
22,20840,10195,8910,2320,2664,1413,994,4898,6,1,31394,-9783
27,30154,5447,4003,940,3561,4369,3301,840,9,9,22461,11810
21,39194,15680,11223,5808,930,6740,99,2288,8,6,42768,-446
23,80020,7584,7745,603,889,2825,6749,3024,1,9,29419,52178
23,61861,5791,3540,1068,4050,1492,2110,1510,8,7,19561,46772
28,37448,11352,10641,956,4042,5091,1357,3481,5,7,36920,4190
19,38528,19217,5547,810,1873,4058,1020,2061,2,7,34586,4916
19,44402,16698,11288,2407,5339,6652,2957,4103,7,8,49444,-2210
21,19352,12190,11051,2207,4679,1826,3777,791,2,1,36521,-15623
18,15184,7335,2301,3955,3148,8326,2331,3379,4,10,30775,-11979
26,25384,8260,9104,2191,3798,4512,7956,1054,4,4,36875,-9457
24,29319,17605,4019,5002,952,6094,1742,3227,5,7,38641,-5955
29,35449,11573,11072,3392,5730,3220,875,1417,6,9,37279,1482
24,71333,4788,6161,1080,822,2290,5718,704,2,2,21563,49933
20,56205,13013,2229,2515,4514,909,7305,578,8,6,31063,28061
28,25426,14369,11113,5677,6549,2154,6681,1027,9,2,47570,-19795
29,22504,8721,9710,4555,6158,7778,418,4342,3,4,41682,-18561
20,71578,9312,3832,3144,2488,6037,5409,3384,7,7,33606,41856
18,73209,16912,10242,2360,1628,6322,5889,1422,4,2,44775,30802
20,48368,6616,5678,4184,1609,6543,990,2459,10,9,28079,25054
20,67185,2995,9496,4375,3050,6345,2474,1113,4,6,29848,39872
21,23724,2356,6482,3791,1005,5697,683,3367,1,8,23381,2574
21,20084,3693,10944,3731,1679,4089,4846,747,5,9,29729,-7791
20,49810,4590,7887,686,6330,1569,5547,2343,6,9,28952,23007
27,35872,11534,3478,3443,995,6551,42,3893,5,3,29936,6549
29,85333,9921,4088,4527,5536,3172,2035,4166,6,9,33445,56331
25,83843,3691,8040,2122,885,8195,3379,4774,3,4,31086,53146
25,17596,11274,10152,3011,6268,6894,1645,1715,2,8,40959,-20023
18,32167,4904,4993,2877,4034,5051,3972,3499,5,6,29330,5830
24,73326,13387,5340,2390,4114,1440,4242,1686,6,1,32599,41102
28,25782,13609,4343,5085,5271,5869,7802,4478,10,8,46457,-17677
19,57002,8937,9188,779,2396,6615,3997,4149,6,4,36061,24400
18,39022,10208,3238,1354,4354,8227,4912,1515,5,10,33808,10000
20,29618,17783,8856,5783,4017,8292,2428,532,2,1,47691,-17134
21,32245,10515,7660,5600,2834,3157,1774,4672,1,4,36212,-3042
23,25027,4070,6339,897,5518,7627,1726,4238,10,3,30415,-2189
27,28986,19314,10374,5023,6389,6429,3187,1373,6,2,52089,-22269
22,18526,14746,10735,4003,4796,7118,1488,2768,1,10,45654,-23427
21,59361,15771,4826,4970,1310,3443,3740,2395,1,8,36455,24914
25,82158,14844,9091,4371,1382,805,843,799,6,10,32135,52516
28,53286,19828,2092,4295,1902,3441,7111,3104,1,6,41773,11717
29,44533,14228,4415,1131,4294,948,3278,935,2,8,29229,16466
21,33316,19905,6254,3536,1788,7948,1076,2597,1,8,43104,-8038
27,23699,5098,10126,5292,5807,3294,7265,3051,7,5,39933,-12958
29,73465,12985,6533,1427,1397,1730,7195,1379,4,2,32646,40967
19,31673,10283,8516,2527,2904,5998,4308,1447,4,5,35983,-3493
20,38395,15555,6401,2165,1716,981,6068,4429,4,6,37315,2322
23,38707,6940,5032,577,5729,6917,6800,1280,5,8,33275,7757
25,71416,6762,5289,5083,3455,6924,6900,4522,9,10,38935,35574
25,23758,3753,6438,3741,4522,3568,2295,1685,5,2,26002,604
28,82009,7054,8867,1561,3453,3927,1513,2897,10,7,29272,55917
26,28281,15276,5234,3861,4070,5553,2897,4508,2,9,41399,-11080
24,47548,7781,7997,4766,6242,1692,5655,4597,8,10,38730,13257
19,33371,18471,8301,5237,5684,8530,4860,3263,8,9,54346,-16737
25,34644,4962,3133,2199,1588,7945,3927,1353,9,10,25107,14271
24,38874,7413,4062,791,816,4825,7499,1369,4,4,26775,14162
25,29281,9420,6627,1080,4318,2017,3008,2979,3,10,29449,3844
29,83787,10742,5471,5017,6738,2524,3107,1356,10,6,34955,52038
20,37289,12638,2468,4700,5054,1799,3999,4507,6,6,35165,4186
24,20054,8910,3344,1379,6328,4592,7364,2138,1,7,34055,-12292
27,81846,12482,11070,1982,894,7532,3481,3042,6,10,40483,43604
26,64769,14029,8098,2795,5815,4223,2231,3080,5,7,40271,28565
20,44312,10815,5807,3944,2073,1585,66,4869,1,10,29159,16393
27,19257,5757,6736,1629,4453,3704,2080,1100,6,2,25459,-3015
23,30846,6796,6957,814,1562,3359,5286,1731,3,5,26505,6020
19,37483,5292,5345,1108,2696,5908,6483,1632,8,1,28464,10994
19,41558,5832,2588,4425,2923,8522,6841,3309,3,2,34440,7556
22,58188,4611,5883,3492,2913,5975,1547,1074,3,6,25495,33848
22,28012,10353,11521,3086,6351,7461,1268,4271,7,5,44311,-14036
24,48236,12274,2091,2619,5051,4030,1509,1185,1,8,28759,21899
29,60076,10228,2457,877,4871,4078,4691,2761,10,1,29963,31926
19,63402,13068,3884,633,6174,2775,848,1183,10,9,28565,39117
28,47076,5346,5121,3745,4081,5025,6186,3294,8,4,32798,16544
24,89264,6054,9642,2316,5857,644,6762,3021,4,1,34296,55123
22,32335,17992,7611,4988,4758,2708,7692,3343,5,5,49092,-13900
23,58773,6200,9952,3635,2142,8980,6600,4505,5,10,42014,19899
25,67158,16491,11595,5010,5395,5971,1874,3498,4,9,49834,20832
27,43570,10527,5703,1636,5728,4679,601,4993,1,7,33867,11906
29,55658,16245,6482,2251,4775,1033,6259,2285,3,3,39330,16574
21,74184,12535,3981,5461,6775,6768,7044,2610,8,8,45174,31205
24,87613,19944,11984,789,2042,680,4201,4513,2,2,44153,44248
23,73194,9522,6466,2006,3399,3532,4780,4671,8,4,34376,42580
27,82507,15173,4231,1838,2534,1429,7512,1982,4,7,34699,49347
19,48959,6164,10963,3391,1978,8463,1412,4983,9,4,37354,13174
25,68072,14438,7781,5473,1511,5014,2582,844,8,9,37643,33369
27,60588,6852,10396,2484,1931,1463,2850,3397,8,3,29373,32825
26,55533,8713,10413,1251,6280,7420,2288,1931,4,1,38296,17148
22,83582,5183,11383,4089,3756,3849,95,4920,2,10,33275,52546
27,76743,10032,5315,1248,956,7884,7477,3616,8,2,36528,42936
21,59518,16275,7175,864,5510,3656,4220,3904,7,9,41604,20975
23,27703,6298,3598,766,3564,3340,233,2229,2,5,20028,9817
25,64456,7599,6262,5001,4551,8004,4784,4008,7,5,40209,26514
28,70491,2003,3542,4321,4076,2626,4677,2403,1,5,23648,49609
20,23043,15440,10333,4734,2792,6138,6135,4020,6,10,49592,-23379
27,83340,13289,2089,1688,5379,4398,5325,1995,7,1,34163,49744
28,25176,13040,6406,3677,1638,2259,6376,3605,2,3,37001,-9226
28,18936,15264,7490,3720,3045,1979,4215,1376,2,3,37089,-17021
18,46174,18410,5706,3330,1860,5302,3548,884,8,2,39040,10687
21,40909,7161,3209,5466,3690,8151,7972,3922,2,7,39571,3648
21,59158,2964,6978,1202,555,1476,6774,3146,10,5,23095,38277
18,23366,17942,5224,2198,5019,3927,21,4053,2,1,38384,-13642
26,69337,18455,6856,700,3691,580,2808,578,5,1,33668,36128
20,74331,7601,9793,5213,4645,7789,1235,1286,4,4,37562,39838
22,77197,16184,8239,4298,3936,5165,7047,3870,1,8,48739,30813
23,87042,4947,8853,2513,2459,3359,2522,4122,8,9,28775,63179
25,65924,12507,11551,5452,5981,1571,6840,730,4,3,44632,22574
23,43842,14089,3538,4041,2629,2956,5615,4398,9,8,37266,11034
20,32458,8238,2148,2509,5477,3584,4934,4123,2,8,31013,4072
23,80382,15156,10065,4005,6691,2368,2235,3922,2,7,44442,37655
18,89319,4411,9699,3600,6265,4351,7350,555,6,1,36231,55523
21,26170,17674,3425,4659,737,6867,417,3674,2,7,37453,-8443
23,59942,10308,3717,5715,3539,4822,552,3520,2,4,32173,28708
24,31208,12403,11546,4237,888,1487,2587,1497,6,1,34645,-2540
28,50178,4924,4635,5959,3906,5983,7966,3800,6,8,37173,16559
28,24039,4837,4363,2211,1184,8882,7700,3267,8,3,32444,-5404
27,29990,2576,5107,4846,4483,8683,5193,783,10,10,31671,2772
20,21441,16641,7628,2229,686,7345,3890,1931,1,4,40350,-17270
26,89221,10963,3501,3850,3243,8551,35,881,1,1,31024,58288
29,60959,10391,3451,4634,3928,1523,6092,3249,7,8,33268,29912
29,41862,10371,10641,568,2910,8106,5529,3576,9,8,41701,5023
24,42273,8883,3835,4872,3734,3794,4065,4255,7,7,33438,11750
18,57500,17658,11635,3691,6651,7627,530,805,4,3,48597,10916
19,18956,8139,7851,1609,3888,8551,5893,1140,9,2,37071,-16347
18,87089,16184,4948,3518,6670,3613,4783,4019,6,4,43735,45929
28,17365,14965,5935,3153,5569,4163,7182,4032,10,2,44999,-23871
26,87204,12493,8830,5711,3434,6245,5741,1780,1,1,44234,42114
26,20000,3119,5709,840,5578,8031,5228,642,6,9,29147,-4483
24,72072,4214,3289,920,4871,1656,2171,4797,10,5,21918,53457
27,67499,10000,2503,2775,5420,8854,5424,3521,6,3,38497,31353
20,84211,10065,9951,2418,6487,4899,3089,2343,1,3,39252,46874
22,27907,12103,7051,972,4469,3294,6227,1245,8,9,35361,-3645
21,32336,3085,5097,2635,4494,8745,4800,1052,5,1,29908,5068
24,67331,18557,4147,3921,5072,6046,917,1441,4,1,40101,27239
26,83783,15564,11657,5462,3749,7393,3259,776,10,3,47860,38267
29,84951,5532,6520,3528,3251,5661,3235,870,1,5,28597,56813
19,67509,19622,3897,5576,2075,8282,6511,2599,5,1,48562,20824
25,21472,6834,5716,2587,1759,8618,7889,3481,1,5,36884,-13460
26,37380,14008,10842,3858,1556,3365,6537,1110,3,5,41276,-959
27,42280,14962,3210,755,6160,6985,2067,567,10,6,34706,11790
27,36859,16461,4187,4369,1044,3208,1019,3820,1,8,34108,5633
26,63402,16588,10058,1943,6743,3788,2023,2293,10,1,43436,21661
27,23262,10012,5820,1038,829,8731,6085,3414,3,9,35929,-9805
24,26066,11849,2368,3887,5684,2154,5882,837,2,9,32661,-4359
26,30554,10604,4843,2323,2669,1297,2160,1973,4,1,25869,6599
26,22008,15767,5450,1357,2078,6112,1340,1265,7,6,33369,-8904
20,31238,17111,5518,631,3506,524,2404,2844,1,10,32538,2194
21,32153,9221,8644,3415,6504,5560,7994,1116,7,6,42454,-7945
19,74353,9814,11828,5336,6340,7952,7317,2810,6,8,51397,26062
27,67092,13602,5860,3086,3023,5614,4931,1068,4,8,37184,32630
20,58152,14284,3144,3874,3289,7883,771,2673,9,2,35918,23317
28,64104,19766,5126,2531,4722,5197,5714,2640,7,9,45696,20729
28,39283,17510,9660,2425,3415,4984,6556,3692,10,10,48242,-5305
22,61429,3123,2017,2501,5805,7936,2873,3451,10,1,27706,35193
22,69957,14521,7999,4877,2272,3866,6201,4086,5,5,43822,27729
23,43887,4243,3656,2827,2638,5024,7221,2651,2,10,28260,17068
24,61172,4589,3596,4071,6174,2564,7707,3219,1,2,31920,29410
24,19355,11970,11137,5994,2456,5038,5480,2246,2,10,44321,-21370
18,48701,19513,3287,3871,6689,3926,716,2886,9,1,40888,11075
19,56534,16630,2267,4481,2572,1516,4518,1704,2,7,33688,23770
29,86442,13714,2434,5504,6485,2517,1080,1087,5,9,32821,55482
26,76274,11749,4035,1165,2896,6190,4159,1406,8,2,31600,47580
27,27279,6501,4497,5918,6230,8148,7771,4243,8,8,43308,-11986
19,58491,3706,8440,5941,3315,2925,6429,2201,9,5,32957,27104
23,23261,10566,8037,5729,1372,4726,6485,4394,4,6,41309,-15968
28,19474,3612,9806,2146,6504,4996,2556,2447,10,10,32067,-8449
28,43390,18838,5208,5066,6937,4718,1457,1293,7,7,43517,2724
18,41925,6297,3613,5007,4841,4334,7605,3561,9,4,35258,10533
20,74051,19859,10910,5108,756,7859,6678,1749,7,3,52919,24501
19,19787,17546,9164,1663,5417,4669,3601,1632,1,2,43692,-23639
20,88398,17967,4231,3425,4532,8046,3837,1638,6,1,43676,45795
22,73177,11045,8463,5802,6995,4043,80,4851,2,4,41279,33528
28,58724,3391,10932,5014,5385,8802,2428,2121,7,6,38073,24286
27,25663,12579,7695,5552,3760,2724,6837,4089,9,3,43236,-15307
23,31120,10453,10996,4498,1193,3591,3995,3326,7,3,38052,-4481
26,37740,10008,6512,1324,5334,2752,2695,2885,8,10,31510,9110
29,17035,17948,9960,5503,4537,2490,4511,758,2,8,45707,-25250
28,72443,7425,6886,1232,5314,5652,2666,4198,10,5,33373,43214
27,82388,16157,5771,4986,1055,2627,2181,1957,5,2,34734,47714
29,67335,19021,11918,2087,4456,2673,2759,4953,10,10,47867,23831
29,58315,10356,8023,4164,6109,5103,7029,1771,1,9,42555,19318
21,79165,4805,7904,5256,5864,2922,7933,2244,3,1,36928,43118
24,61627,17447,5512,526,1777,7632,3879,2986,1,6,39759,23580
23,23303,3223,11290,3170,5728,5129,3762,3302,2,5,35604,-9560
19,64334,5342,10103,1383,6966,4813,4654,3752,4,3,37013,28225
27,70892,18872,3844,626,4709,4877,222,2085,6,1,35235,35671
28,76196,10856,5924,1979,1447,4900,6258,722,1,1,32086,44082
28,80700,19630,6881,2828,5080,5257,6469,2707,9,5,48852,35592
28,54726,8061,2534,818,4873,1718,6339,1862,1,7,26205,30387
25,64606,15532,9577,2988,6368,1949,1014,4348,8,8,41776,25738
24,45694,2880,7730,840,5648,2087,1018,4867,1,3,25070,22662
24,46253,18818,10476,5289,897,4484,3974,3993,1,7,47931,-926
25,39230,8124,9987,4714,721,5249,2296,3974,8,8,35065,8250
29,68974,7184,11321,5373,2865,7347,225,4433,2,3,38748,32546
29,78545,15223,10695,4595,6914,8337,6426,1303,1,10,53493,28926
28,31925,11984,6141,5987,2277,896,6593,4555,7,8,38433,-2338
18,21033,4798,9936,4980,4560,1243,3125,690,1,5,29332,-6948
18,77461,9603,10728,2105,4454,5779,5773,4168,4,5,42610,37095
25,17665,15283,10253,5777,4022,2517,6888,4157,10,8,48897,-26022
21,42025,13704,7861,4681,6228,4111,4060,998,10,6,41643,4652
22,38533,15320,7201,2908,4938,2822,4582,1875,9,6,39646,1846
25,60897,3493,4383,3553,1274,3131,5269,3860,10,6,24963,39417
22,35998,17707,10402,3339,839,861,7876,1572,3,10,42596,-4102
27,76248,5246,4447,1608,506,899,3127,4774,6,1,20607,57314
21,38057,17925,6804,4954,1796,4154,3947,1189,10,1,40769,-1283
29,85631,3316,5269,3704,787,1062,6353,4107,9,3,24598,64144
23,82173,18607,10568,3712,1392,8302,4411,3848,4,2,50840,31325
29,53734,4026,11377,5042,1216,2564,1586,3140,3,9,28951,26602
22,77072,3547,8964,2425,4779,8911,4495,3718,5,2,36839,40725
24,79175,17289,9062,5922,2353,3131,1515,1077,7,4,40349,42697
27,78783,5778,5498,1578,1069,2516,5247,563,5,7,22249,58884
24,85739,18118,4847,4900,5218,1125,768,864,4,10,35840,53484
21,66042,8511,9658,2476,6829,3841,1035,2003,1,7,34353,34365
29,67357,9757,9446,3318,1142,563,23,4115,6,6,28364,42887
22,23669,3523,10083,5129,4172,2427,2173,4015,4,5,31522,-6149
20,82902,14720,10978,2582,4580,1396,4426,2554,6,6,41236,45004
21,33910,15574,2732,4060,3828,6358,5290,4196,6,3,42038,-6892
21,71959,14795,7063,3229,3051,7867,4200,1712,4,7,41917,31457
20,15366,19000,9313,1663,609,2579,4001,4175,8,6,41340,-23074
27,63415,17862,9236,1514,4150,500,3292,2043,4,4,38597,27162
22,24907,14433,4699,5236,3719,5301,6111,3286,5,2,42785,-15639
22,47780,9484,4158,5719,1231,4509,7224,3569,5,1,35894,11700
28,72879,14408,5664,3944,4809,6524,5780,3340,2,9,44469,31445
24,50085,19450,11270,1258,3543,3263,7719,4823,8,8,51326,2798
21,80499,2705,9811,3594,6193,3133,2080,1804,8,4,29320,53434
21,35426,15525,10153,4879,1067,3932,1184,696,10,10,37436,3385
26,63197,5812,6619,612,3548,2182,6043,4574,8,1,29390,34475
23,22485,13652,4193,2920,6056,1062,5227,2010,1,4,35120,-12485
21,64527,4319,6563,4792,3371,7492,7139,1770,7,5,35446,32531
19,79600,10163,11776,5783,1857,757,2112,3758,3,1,36206,45630
23,83748,2209,5006,5488,6048,7165,3147,632,1,9,29695,56028
19,73528,6834,6044,1321,5442,5241,3117,3689,5,7,31688,45514
22,42799,14446,3210,4139,1571,5173,6048,4980,4,7,39567,5510
23,61339,5962,3986,2945,5571,5431,3947,4129,7,1,31971,31514
21,31087,15028,5170,2699,2746,7506,5572,3703,1,9,42424,-8755
20,22446,13717,9473,4786,3055,4375,2497,4969,1,10,42872,-17069
24,65460,6794,3748,2319,2876,4593,6051,1555,8,8,27936,40424
19,73260,18229,2757,776,2420,3154,3031,2644,4,6,33011,41156
28,29877,4444,11369,1766,6557,4484,7914,4467,9,4,41001,-8440
23,39723,12775,2918,775,6512,4315,949,3910,10,6,32154,10384
21,27943,10332,11311,3411,623,2369,4529,1382,10,4,33957,-1815
23,25306,4607,10897,1830,6843,877,6066,2934,5,2,34054,-6599
21,51784,11168,8054,2393,574,2892,625,4350,6,9,30056,25402
21,35455,4573,6929,2843,2488,6706,7475,3324,2,10,34338,4372
21,86448,5283,4861,3805,656,1348,7150,2732,3,2,25835,62432
26,44974,11991,6494,2888,5753,1279,404,3505,7,7,32314,14984
24,42371,19845,3807,1092,6955,3911,5755,1707,7,3,43072,492
20,18936,2713,11591,5478,3583,1365,3869,2417,6,4,31016,-9267
20,48166,3890,4649,1887,4318,4139,142,3279,4,3,22304,28022
23,40727,7375,6423,4495,4538,7591,3720,2549,10,3,36691,5969
23,78969,17579,3295,5572,4191,2430,2806,3542,4,6,39415,41448
21,43368,11870,11812,2034,4479,1038,287,4050,8,6,35570,10544
26,83531,11109,4442,5850,6164,4529,4167,1985,9,2,38246,48364
21,54097,12716,9639,4609,5739,6561,4502,4994,8,1,48760,7157
26,49984,17817,4595,5633,582,8041,1818,4408,8,6,42894,9321
21,65859,6051,7137,5603,5288,8925,4649,1562,5,1,39215,28946
19,59291,10751,3072,1563,5847,6722,5383,1241,2,6,34579,25958
19,80228,15640,6075,3605,3565,5916,3292,1952,10,10,40045,44648
22,37150,12103,11641,4404,2733,8207,778,1876,2,6,41742,-2971
21,37061,5762,5942,3805,6472,7643,1940,882,2,1,32446,4794
24,44178,13743,3771,2403,2284,8579,5874,566,6,5,37220,8175
28,71790,12087,7675,3861,2590,7714,1067,4403,10,4,39397,35142
22,80696,14122,3017,1354,6128,1396,7590,2421,5,6,36028,46213
23,30648,17841,5692,4004,4668,8082,989,1935,4,8,43211,-9529
27,76779,12042,10710,3395,4512,6988,288,2153,4,1,40088,37723
21,51672,8173,4351,4550,2377,4095,7746,1098,8,2,32390,21258
29,84109,8932,11327,4312,6808,8967,6143,2132,10,2,48621,38402
19,75521,19909,4772,2415,2814,2801,3894,1959,2,9,38564,40161
27,49593,18712,2911,3498,1963,3548,4876,2305,5,6,37813,14274
26,28786,4657,11007,1841,5747,3084,3107,560,7,10,30003,3111
27,24815,10779,2973,3187,4492,4758,3670,4545,7,9,34404,-6387
24,36966,8833,5102,2361,3414,5727,4633,4096,8,4,34166,5174
21,28794,9907,9462,2955,4024,742,4553,1798,3,9,33441,-3119
20,46423,3598,3800,4292,3872,2850,7461,2763,2,9,28636,20223
27,36302,5851,2808,3363,1841,1545,5219,3897,8,1,24524,14807
20,76064,9582,7438,3651,4434,7133,1174,4412,9,9,37824,42855
26,42835,13009,7133,4378,3201,3165,1159,3072,1,5,35117,9415
22,88356,9823,10761,3562,4544,2511,1805,673,9,10,33679,58339
20,64282,6607,2969,1808,533,7026,7447,4354,8,10,30744,38973
22,67714,7507,6079,2201,2645,7797,5494,1953,7,7,33676,37158
19,82035,7934,3879,4913,5829,5745,3537,3429,8,5,35266,49933
28,38814,11203,5319,5005,6959,1894,7591,3153,3,2,41124,-1985
21,39089,6659,6705,3713,5305,6904,7780,1107,2,5,38173,2904
27,88162,6398,8611,2518,1779,2575,3565,4630,4,1,30076,58681
19,70831,8242,2387,746,6173,3396,1688,2277,7,1,24909,46509
19,47746,12796,10067,2724,904,8874,7285,3340,2,2,45990,3631
29,66940,16377,7957,3358,5211,875,7918,3339,7,4,45035,25533
25,51476,8611,4489,1867,2424,4490,3027,3735,7,10,28643,28127
18,41283,16775,9509,4859,2357,8901,6552,1917,10,9,50870,-5547
24,16769,8712,10707,4763,1381,6759,5136,3839,9,6,41297,-20910
22,57278,6507,7937,5644,5808,4206,643,4999,3,9,35744,23357
28,61994,15937,5844,1202,6523,4967,4346,3608,9,5,42427,21419
25,77898,14343,4890,2423,3381,1494,5716,1029,7,9,33276,47813
18,30634,16035,3442,2050,3402,2989,5843,987,8,1,34748,-3417
28,25965,13533,2722,1833,2097,3161,4974,1820,3,1,30140,-4184
24,42566,18579,10947,2298,2439,5990,4200,4924,5,6,49377,-2875
22,67196,17438,4250,5989,1745,4015,6992,596,7,2,41025,29134
21,63285,15968,3908,3955,939,4562,5730,2017,8,7,37079,29888
24,70499,19490,4586,3865,5127,6334,7208,923,6,9,47533,25699
27,34420,12376,10577,1163,5899,5510,2619,2351,6,7,40495,-2929
19,40236,2718,8126,3127,3324,8324,1622,930,5,9,28171,16802
29,21218,9076,8773,2584,5867,6135,2516,2417,4,4,37368,-14768
18,64892,5995,10190,3435,615,6015,554,3257,7,7,30061,38466
18,89031,2305,6087,5142,5000,8420,6069,3485,10,10,36508,57297
28,79057,10579,11683,5241,6617,2426,1843,4064,5,1,42453,37080
29,26226,10916,7078,5473,1778,5576,532,1967,8,10,33320,-2419
18,67271,16177,10142,5268,796,728,7831,4606,1,6,45548,23449
29,25046,15202,5318,4967,3448,7085,3492,1340,8,9,40852,-11157
22,52117,4596,5038,5331,3105,6552,633,2134,5,6,27389,28282
27,19965,16841,11264,2649,6977,6187,977,625,4,7,45520,-23306
24,74478,17788,2768,3926,1594,8537,4599,851,6,10,40063,36958
19,72277,17883,11178,979,5561,3139,5803,867,7,1,45410,28015
27,74613,11896,7557,3457,6702,8466,3282,891,3,4,42251,33896
25,32373,15376,7262,4230,5311,1794,2180,949,4,7,37102,-3667
21,60452,16838,2196,1850,5601,4725,956,3568,7,6,35734,28351
29,65089,14857,4307,4512,1574,2048,1323,735,7,9,29356,39932
20,21654,3283,3389,1199,515,6379,218,4957,3,4,19940,3217
27,46280,16920,8739,3147,2027,1016,3461,1292,9,3,36602,12100
28,71141,2247,7311,5866,550,3988,3056,2878,3,1,25896,45038
25,82894,8642,5558,5608,3699,5107,1357,2868,8,8,32839,53064
19,41583,19365,4990,2221,3741,3509,4482,4852,8,1,43160,1166
28,21360,6363,7997,3659,6398,8663,3648,2923,3,5,39651,-15442
28,68968,15951,11861,833,2103,2480,2718,2876,7,2,38822,31831
20,18743,19949,11609,1163,3536,6057,5046,2841,3,6,50201,-30459
29,22159,2735,8253,1278,5799,8916,3372,2950,2,8,33303,-7770
20,47151,12851,8233,1723,3285,2750,4209,3355,7,4,36406,11819
27,15518,16406,11778,3954,2492,8411,3657,1077,8,1,47775,-30684
28,31652,16928,6667,3999,3453,8827,2870,3604,9,7,46348,-9836
18,86011,18832,6402,5954,6971,5652,59,2031,1,5,45901,41258
23,57348,9534,8205,2997,6322,3537,926,3712,9,2,35233,25801
19,39395,3835,11123,1440,1431,7088,3837,4638,2,6,33392,9037
18,17335,6715,8988,3133,2515,4429,4850,4232,3,6,34862,-15605
19,85112,2613,11734,5874,6944,1893,6258,3270,8,5,38586,48876
29,15500,2876,3992,1516,5113,8359,4048,3653,2,6,29557,-12026
23,23083,12767,6059,5100,6905,870,294,1431,7,9,33426,-6831
21,20543,11325,9203,5033,2638,5233,1403,3324,8,9,38159,-12516
23,83812,2671,8893,4221,4789,2159,615,2592,10,7,25940,61708
29,67237,3630,5144,505,3900,3943,1583,4101,5,3,22806,46930
26,21613,2360,8882,2766,1587,8157,2127,1125,3,9,27004,-2522
27,81863,16713,9470,4487,5913,1776,1050,4084,9,10,43493,41343
29,55540,12584,11726,4292,4536,7129,3855,2519,8,7,46641,10843
27,41255,5901,4674,1012,725,8910,3507,2369,3,4,27098,15958
25,37068,19181,6548,5464,944,708,5352,3591,8,1,41788,-3218
18,64057,16790,11052,3760,2881,3706,4349,3922,3,10,46460,21329
25,33946,18450,3552,1474,4541,710,5484,2490,6,6,36701,453
26,35547,17314,8014,5866,3634,772,5507,4781,1,6,45888,-9872
23,20769,4090,3392,3316,2402,7827,7081,3179,4,6,31287,-9169
27,39883,13707,10572,1476,5092,6787,6516,799,8,4,44949,-2139
22,76340,3055,7338,3233,4154,4079,346,734,6,9,22939,57334
